result_id,experiment_id,transcript_id,model_name,technique_name,recipe_name,json_valid,status
1098,775,32,Qwen 2.5 3B Instruct,chain-of-thought,Contoh Contoh Chilli Oil,true,completed
1099,776,32,Qwen 2.5 3B Instruct,structured-output,,true,completed
1100,777,33,Qwen 2.5 3B Instruct,few-shot,Kacang Merah & Peppernut Snack,true,completed
1101,778,33,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1102,779,33,Qwen 2.5 3B Instruct,structured-output,Stringy Hazelnut Banana Biscuits,true,completed
1103,780,34,Qwen 2.5 3B Instruct,few-shot,Bacon,true,completed
1104,572,1,MedGemma 4B,zero-shot,,true,completed
1105,640,1,MedGemma 4B,few-shot,,true,completed
1106,641,1,MedGemma 4B,chain-of-thought,,true,completed
1107,642,1,MedGemma 4B,structured-output,,true,completed
1108,602,2,MedGemma 4B,zero-shot,,true,completed
1109,649,2,MedGemma 4B,few-shot,,true,completed
1110,654,2,MedGemma 4B,chain-of-thought,,true,completed
1111,781,34,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1112,655,2,MedGemma 4B,structured-output,,true,completed
1113,631,3,MedGemma 4B,zero-shot,One Pot Chicken with Rice,true,completed
1114,653,3,MedGemma 4B,few-shot,,true,completed
1115,663,3,MedGemma 4B,chain-of-thought,One Pot Chicken with Rice,true,completed
1116,661,3,MedGemma 4B,structured-output,,true,completed
1117,639,4,MedGemma 4B,zero-shot,,true,completed
1118,782,34,Qwen 2.5 3B Instruct,structured-output,,true,completed
1119,783,35,Qwen 2.5 3B Instruct,few-shot,Ayam Goreng Nipbles dengan Sauce Raising Canes,true,completed
1120,657,4,MedGemma 4B,few-shot,,true,completed
1121,784,35,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1122,785,35,Qwen 2.5 3B Instruct,structured-output,Ayam Goreng Tepung Raisin,true,completed
1123,671,4,MedGemma 4B,chain-of-thought,,true,completed
1124,786,36,Qwen 2.5 3B Instruct,few-shot,water,true,completed
1125,668,4,MedGemma 4B,structured-output,,true,completed
1126,646,5,MedGemma 4B,zero-shot,,true,completed
1127,664,5,MedGemma 4B,few-shot,,true,completed
1128,680,5,MedGemma 4B,chain-of-thought,,true,completed
1129,787,36,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1130,677,5,MedGemma 4B,structured-output,,true,completed
1131,647,6,MedGemma 4B,zero-shot,Tete-tots,true,completed
1132,670,6,MedGemma 4B,few-shot,Tete-tots,true,completed
1133,790,6,MedGemma 4B,chain-of-thought,Tete-tots,true,completed
1134,788,36,Qwen 2.5 3B Instruct,structured-output,,true,completed
1135,789,37,Qwen 2.5 3B Instruct,few-shot,Spicy Peanut Butter Noodles,true,completed
1136,792,6,MedGemma 4B,structured-output,Tete-tots,true,completed
1137,791,37,Qwen 2.5 3B Instruct,chain-of-thought,Spicy Peanut Butter Noodles,true,completed
1138,794,37,Qwen 2.5 3B Instruct,structured-output,Spicy Peanut Butter Noodles,true,completed
1139,651,7,MedGemma 4B,zero-shot,,true,completed
1140,795,38,Qwen 2.5 3B Instruct,few-shot,,true,completed
1141,797,38,Qwen 2.5 3B Instruct,chain-of-thought,Caramelized Onion Pasta,true,completed
1142,798,38,Qwen 2.5 3B Instruct,structured-output,Caramelized Onion Pasta,true,completed
1143,678,7,MedGemma 4B,few-shot,,true,completed
1144,799,39,Qwen 2.5 3B Instruct,few-shot,,true,completed
1145,800,39,Qwen 2.5 3B Instruct,chain-of-thought,Nasi Goreng Cerdik,true,completed
1146,793,7,MedGemma 4B,chain-of-thought,Hummus,true,completed
1147,801,39,Qwen 2.5 3B Instruct,structured-output,,true,completed
1148,803,40,Qwen 2.5 3B Instruct,few-shot,,true,completed
1149,796,7,MedGemma 4B,structured-output,,true,completed
1150,804,40,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1151,806,40,Qwen 2.5 3B Instruct,structured-output,Chicken Palm Sandwich,true,completed
1152,660,8,MedGemma 4B,zero-shot,,true,completed
1153,807,41,Qwen 2.5 3B Instruct,few-shot,Noodle Spicy Peanut Butter,true,completed
1154,809,41,Qwen 2.5 3B Instruct,chain-of-thought,Spicy Peanut Butter Noodle,true,completed
1155,802,8,MedGemma 4B,few-shot,,true,completed
1156,810,41,Qwen 2.5 3B Instruct,structured-output,Spicy Peanut Butter Noodle,true,completed
1157,805,8,MedGemma 4B,chain-of-thought,,true,completed
1158,812,43,Qwen 2.5 3B Instruct,few-shot,,true,completed
1159,808,8,MedGemma 4B,structured-output,,true,completed
1160,665,9,MedGemma 4B,zero-shot,Salmon Sushi,true,completed
1161,815,9,MedGemma 4B,few-shot,Salmon Sushi,true,completed
1162,818,9,MedGemma 4B,chain-of-thought,Salmon Sushi,true,completed
1163,820,9,MedGemma 4B,structured-output,Salmon Sushi,true,completed
1164,672,10,MedGemma 4B,zero-shot,Gimari,true,completed
1165,821,10,MedGemma 4B,few-shot,Gimari,true,completed
1166,822,10,MedGemma 4B,chain-of-thought,Gimari,true,completed
1167,823,10,MedGemma 4B,structured-output,Gimari,true,completed
1168,681,11,MedGemma 4B,zero-shot,,true,completed
1169,824,11,MedGemma 4B,few-shot,,true,completed
1170,825,11,MedGemma 4B,chain-of-thought,,true,completed
1171,826,11,MedGemma 4B,structured-output,,true,completed
1172,814,43,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1173,817,43,Qwen 2.5 3B Instruct,structured-output,,true,completed
1174,827,12,MedGemma 4B,zero-shot,,true,completed
1175,828,12,MedGemma 4B,few-shot,,true,completed
1176,829,12,MedGemma 4B,chain-of-thought,,true,completed
1177,830,12,MedGemma 4B,structured-output,,true,completed
1178,833,13,MedGemma 4B,zero-shot,,true,completed
1179,834,13,MedGemma 4B,few-shot,,true,completed
1180,835,13,MedGemma 4B,chain-of-thought,,true,completed
1181,836,13,MedGemma 4B,structured-output,,true,completed
1182,837,14,MedGemma 4B,zero-shot,,true,completed
1183,838,14,MedGemma 4B,few-shot,,true,completed
1184,839,14,MedGemma 4B,chain-of-thought,,true,completed
1185,819,44,Qwen 2.5 3B Instruct,few-shot,Beef Stir Fry,true,completed
1186,840,14,MedGemma 4B,structured-output,,true,completed
1187,841,15,MedGemma 4B,zero-shot,,true,completed
1188,842,15,MedGemma 4B,few-shot,,true,completed
1189,843,15,MedGemma 4B,chain-of-thought,,true,completed
1190,846,15,MedGemma 4B,structured-output,,true,completed
1191,847,16,MedGemma 4B,zero-shot,,true,completed
1192,831,44,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1193,848,16,MedGemma 4B,few-shot,,true,completed
1194,832,44,Qwen 2.5 3B Instruct,structured-output,Beef Stir Fry,true,completed
1195,849,16,MedGemma 4B,chain-of-thought,,true,completed
1196,845,46,Qwen 2.5 3B Instruct,few-shot,Grilled Cajun Chicken with Simple Butter Nasi Goreng,true,completed
1197,853,46,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1198,850,16,MedGemma 4B,structured-output,,true,completed
1199,856,46,Qwen 2.5 3B Instruct,structured-output,,true,completed
1200,859,48,Qwen 2.5 3B Instruct,few-shot,Cireng Pepes Cucur,true,completed
1201,851,17,MedGemma 4B,zero-shot,,true,completed
1202,861,48,Qwen 2.5 3B Instruct,chain-of-thought,,true,completed
1203,854,17,MedGemma 4B,few-shot,,true,completed
1204,864,48,Qwen 2.5 3B Instruct,structured-output,Cucumber Salad with Homemade Sambal,true,completed
1205,865,49,Qwen 2.5 3B Instruct,few-shot,Salad Pepaya,true,completed
1206,857,17,MedGemma 4B,chain-of-thought,,true,completed
1207,867,49,Qwen 2.5 3B Instruct,chain-of-thought,Cucumber Salad with Chili Oil and Sesame Seeds,true,completed
1208,869,49,Qwen 2.5 3B Instruct,structured-output,Cucumber Salad,true,completed
1209,862,17,MedGemma 4B,structured-output,,true,completed
1210,870,50,Qwen 2.5 3B Instruct,few-shot,,true,completed
1211,872,50,Qwen 2.5 3B Instruct,chain-of-thought,,false,completed
1212,873,50,Qwen 2.5 3B Instruct,structured-output,,true,completed
1213,866,18,MedGemma 4B,zero-shot,Japchae,true,completed
1214,868,18,MedGemma 4B,few-shot,Japchae,true,completed
1215,871,18,MedGemma 4B,chain-of-thought,,true,completed
1216,874,18,MedGemma 4B,structured-output,,true,completed
1217,875,19,MedGemma 4B,zero-shot,,true,completed
1218,876,19,MedGemma 4B,few-shot,,true,completed
1219,877,19,MedGemma 4B,chain-of-thought,,true,completed
1220,878,19,MedGemma 4B,structured-output,,true,completed
1221,879,20,MedGemma 4B,zero-shot,Moktel Buah Naga,true,completed
1222,880,20,MedGemma 4B,few-shot,Moktel Buah Naga,true,completed
1223,881,20,MedGemma 4B,chain-of-thought,Moktel Buah Naga,true,completed
1224,882,20,MedGemma 4B,structured-output,Moktel Buah Naga,true,completed
1225,883,21,MedGemma 4B,zero-shot,,true,completed
1226,884,21,MedGemma 4B,few-shot,,true,completed
1227,885,21,MedGemma 4B,chain-of-thought,,true,completed
1228,886,21,MedGemma 4B,structured-output,Mee Sedap Creamy Chili Oil,true,completed
1229,887,22,MedGemma 4B,zero-shot,,true,completed
1230,888,22,MedGemma 4B,few-shot,,true,completed
1231,889,22,MedGemma 4B,chain-of-thought,,true,completed
1232,890,22,MedGemma 4B,structured-output,,true,completed
1233,891,23,MedGemma 4B,zero-shot,,true,completed
1234,892,23,MedGemma 4B,few-shot,,true,completed
1235,893,23,MedGemma 4B,chain-of-thought,,true,completed
1236,894,23,MedGemma 4B,structured-output,,true,completed
1237,895,24,MedGemma 4B,zero-shot,ayam bakar madu,true,completed
1238,896,24,MedGemma 4B,few-shot,Ayam Bakar Madu,true,completed
1239,897,24,MedGemma 4B,chain-of-thought,Ayam Bakar Madu,true,completed
1240,898,24,MedGemma 4B,structured-output,Ayam Bakar Madu,true,completed
1241,899,25,MedGemma 4B,zero-shot,Brownie Baked Oat Meal,true,completed
1242,900,25,MedGemma 4B,few-shot,Brownie Baked Oat Meal,true,completed
1243,901,25,MedGemma 4B,chain-of-thought,Brownie Baked Oat Meal,true,completed
1244,902,25,MedGemma 4B,structured-output,Brownie Baked Oat Meal,true,completed
1245,903,26,MedGemma 4B,zero-shot,Garlic Chilli Oil,true,completed
1246,904,26,MedGemma 4B,few-shot,Chilli Oil,true,completed
1247,905,26,MedGemma 4B,chain-of-thought,Garlic Chilli Oil Noodles,true,completed
1248,906,26,MedGemma 4B,structured-output,Garlic Chilli Oil,true,completed
1249,907,27,MedGemma 4B,zero-shot,,true,completed
1250,908,27,MedGemma 4B,few-shot,,true,completed
1251,909,27,MedGemma 4B,chain-of-thought,,true,completed
1252,910,27,MedGemma 4B,structured-output,,true,completed
1253,911,28,MedGemma 4B,zero-shot,Ice Strawberry Matcha Latte,true,completed
1254,912,28,MedGemma 4B,few-shot,Air Gen Z Strawberry Matcha Latte,true,completed
1255,913,28,MedGemma 4B,chain-of-thought,Ice Strawberry Matcha Latte,true,completed
1256,914,28,MedGemma 4B,structured-output,Ice Strawberry Matcha Latte,true,completed
1257,915,29,MedGemma 4B,zero-shot,kek lava,true,completed
1258,916,29,MedGemma 4B,few-shot,Kek Lava,true,completed
1259,917,29,MedGemma 4B,chain-of-thought,Kek Lava,true,completed
1260,918,29,MedGemma 4B,structured-output,Kek Lava,true,completed
1261,919,30,MedGemma 4B,zero-shot,Strawberry Sando,true,completed
1262,920,30,MedGemma 4B,few-shot,Strawberry Sando,true,completed
1263,921,30,MedGemma 4B,chain-of-thought,Strawberry Sando,true,completed
1264,922,30,MedGemma 4B,structured-output,Strawberry Sando,true,completed
1265,923,31,MedGemma 4B,zero-shot,,true,completed
1266,924,31,MedGemma 4B,few-shot,Chili Cheese Fries,true,completed
1267,925,31,MedGemma 4B,chain-of-thought,,true,completed
1268,926,31,MedGemma 4B,structured-output,,true,completed
1269,927,32,MedGemma 4B,zero-shot,,true,completed
1270,928,32,MedGemma 4B,few-shot,Chilli Oil,true,completed
1271,929,32,MedGemma 4B,chain-of-thought,,true,completed
1272,930,32,MedGemma 4B,structured-output,,true,completed
1273,931,33,MedGemma 4B,zero-shot,Biskut Pisang Hazelnut Madu,true,completed
1274,932,33,MedGemma 4B,few-shot,Hazelnut Banana Snack,true,completed
1275,933,33,MedGemma 4B,chain-of-thought,Hazelnut and Banana Energy Bites,true,completed
1276,934,33,MedGemma 4B,structured-output,Hazelnut Spread & Banana with Julie's Cheese Cracker Snack,true,completed
1277,935,34,MedGemma 4B,zero-shot,,true,completed
1278,936,34,MedGemma 4B,few-shot,,true,completed
1279,937,34,MedGemma 4B,chain-of-thought,,true,completed
1280,938,34,MedGemma 4B,structured-output,,true,completed
1281,939,35,MedGemma 4B,zero-shot,Ayam Goreng Raising Canes,true,completed
1282,940,35,MedGemma 4B,few-shot,,true,completed
1283,941,35,MedGemma 4B,chain-of-thought,Ayam Goreng Raising Canes,true,completed
1284,942,35,MedGemma 4B,structured-output,Ayam Goreng Raising Canes,true,completed
1285,943,36,MedGemma 4B,zero-shot,,true,completed
1286,944,36,MedGemma 4B,few-shot,,true,completed
1287,945,36,MedGemma 4B,chain-of-thought,,true,completed
1288,946,36,MedGemma 4B,structured-output,,true,completed
1289,947,37,MedGemma 4B,zero-shot,,true,completed
1290,948,37,MedGemma 4B,few-shot,,true,completed
1291,949,37,MedGemma 4B,chain-of-thought,,true,completed
1292,950,37,MedGemma 4B,structured-output,,true,completed
1293,951,38,MedGemma 4B,zero-shot,,true,completed
1294,952,38,MedGemma 4B,few-shot,Caramelized Onion Pasta,true,completed
1295,953,38,MedGemma 4B,chain-of-thought,,true,completed
1296,954,38,MedGemma 4B,structured-output,,true,completed
1297,955,39,MedGemma 4B,zero-shot,Nasi Goreng Cerdik,true,completed
1298,956,39,MedGemma 4B,few-shot,Nasi Goreng Cerdik,true,completed
1299,957,39,MedGemma 4B,chain-of-thought,Nasi Goreng Cerdik,true,completed
1300,958,39,MedGemma 4B,structured-output,,true,completed
1301,959,40,MedGemma 4B,zero-shot,Chicken Palm Sandwich,true,completed
1302,960,40,MedGemma 4B,few-shot,,true,completed
1303,961,40,MedGemma 4B,chain-of-thought,,true,completed
1304,962,40,MedGemma 4B,structured-output,,true,completed
1305,963,41,MedGemma 4B,zero-shot,,true,completed
1306,964,41,MedGemma 4B,few-shot,,true,completed
1307,965,41,MedGemma 4B,chain-of-thought,,true,completed
1308,966,41,MedGemma 4B,structured-output,,true,completed
1309,968,43,MedGemma 4B,zero-shot,,true,completed
1310,970,43,MedGemma 4B,few-shot,,true,completed
1311,972,43,MedGemma 4B,chain-of-thought,,true,completed
1312,974,43,MedGemma 4B,structured-output,,true,completed
1313,975,44,MedGemma 4B,zero-shot,,true,completed
1314,976,44,MedGemma 4B,few-shot,,true,completed
1315,977,44,MedGemma 4B,chain-of-thought,,true,completed
1316,978,44,MedGemma 4B,structured-output,,true,completed
1317,980,46,MedGemma 4B,zero-shot,,true,completed
1318,982,46,MedGemma 4B,few-shot,Grilled Cajun Chicken with Butter Nasi Goreng,true,completed
1319,984,46,MedGemma 4B,chain-of-thought,,true,completed
1320,986,46,MedGemma 4B,structured-output,,true,completed
1321,988,48,MedGemma 4B,zero-shot,Cucumber Salad,true,completed
1322,990,48,MedGemma 4B,few-shot,,true,completed
1323,992,48,MedGemma 4B,chain-of-thought,Cucumber Salad,true,completed
1324,994,48,MedGemma 4B,structured-output,Cucumber Salad,true,completed
1325,995,49,MedGemma 4B,zero-shot,Cucumber Salad,true,completed
1326,996,49,MedGemma 4B,few-shot,Cucumber Salad,true,completed
1327,997,49,MedGemma 4B,chain-of-thought,Cucumber Salad,true,completed
1328,998,49,MedGemma 4B,structured-output,Cucumber Salad,true,completed
1329,999,50,MedGemma 4B,zero-shot,Viral Smoked Salmon Cucumber Salad,true,completed
1330,1000,50,MedGemma 4B,few-shot,Viral Smoked Salmon Cucumber Salad,true,completed
1331,1001,50,MedGemma 4B,chain-of-thought,Viral Smoked Salmon Cucumber Salad,true,completed
1332,1002,50,MedGemma 4B,structured-output,Viral Smoked Salmon Cucumber Salad,true,completed
