experiment_id,transcript_id,model_name,technique_name,rag_enabled,predicted_ingredient_count,non_hallucinated_count,hallucinated_count
848,16,MedGemma 4B,few-shot,0,0,0,0
849,16,MedGemma 4B,chain-of-thought,0,0,0,0
850,16,MedGemma 4B,structured-output,0,0,0,0
851,17,MedGemma 4B,zero-shot,0,0,0,0
853,46,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
854,17,MedGemma 4B,few-shot,0,0,0,0
856,46,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
857,17,MedGemma 4B,chain-of-thought,0,0,0,0
859,48,Qwen 2.5 3B Instruct,few-shot,0,8,4,4
861,48,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
862,17,MedGemma 4B,structured-output,0,0,0,0
864,48,Qwen 2.5 3B Instruct,structured-output,0,9,6,3
865,49,Qwen 2.5 3B Instruct,few-shot,0,10,6,4
866,18,MedGemma 4B,zero-shot,0,10,2,8
867,49,Qwen 2.5 3B Instruct,chain-of-thought,0,11,7,4
868,18,MedGemma 4B,few-shot,0,6,1,5
869,49,Qwen 2.5 3B Instruct,structured-output,0,10,6,4
870,50,Qwen 2.5 3B Instruct,few-shot,0,0,0,0
871,18,MedGemma 4B,chain-of-thought,0,0,0,0
872,50,Qwen 2.5 3B Instruct,chain-of-thought,0,0,0,0
873,50,Qwen 2.5 3B Instruct,structured-output,0,0,0,0
874,18,MedGemma 4B,structured-output,0,0,0,0
875,19,MedGemma 4B,zero-shot,0,0,0,0
876,19,MedGemma 4B,few-shot,0,0,0,0
877,19,MedGemma 4B,chain-of-thought,0,0,0,0
878,19,MedGemma 4B,structured-output,0,0,0,0
879,20,MedGemma 4B,zero-shot,0,8,1,7
880,20,MedGemma 4B,few-shot,0,6,1,5
881,20,MedGemma 4B,chain-of-thought,0,5,1,4
882,20,MedGemma 4B,structured-output,0,8,1,7
883,21,MedGemma 4B,zero-shot,0,0,0,0
884,21,MedGemma 4B,few-shot,0,0,0,0
885,21,MedGemma 4B,chain-of-thought,0,0,0,0
886,21,MedGemma 4B,structured-output,0,10,8,2
887,22,MedGemma 4B,zero-shot,0,0,0,0
888,22,MedGemma 4B,few-shot,0,0,0,0
889,22,MedGemma 4B,chain-of-thought,0,0,0,0
890,22,MedGemma 4B,structured-output,0,0,0,0
891,23,MedGemma 4B,zero-shot,0,0,0,0
892,23,MedGemma 4B,few-shot,0,0,0,0
893,23,MedGemma 4B,chain-of-thought,0,0,0,0
894,23,MedGemma 4B,structured-output,0,0,0,0
895,24,MedGemma 4B,zero-shot,0,4,3,1
896,24,MedGemma 4B,few-shot,0,5,2,3
897,24,MedGemma 4B,chain-of-thought,0,4,2,2
898,24,MedGemma 4B,structured-output,0,5,3,2
899,25,MedGemma 4B,zero-shot,0,8,2,6
900,25,MedGemma 4B,few-shot,0,8,2,6
901,25,MedGemma 4B,chain-of-thought,0,8,2,6
902,25,MedGemma 4B,structured-output,0,10,3,7
903,26,MedGemma 4B,zero-shot,0,10,3,7
904,26,MedGemma 4B,few-shot,0,3,2,1
905,26,MedGemma 4B,chain-of-thought,0,10,3,7
906,26,MedGemma 4B,structured-output,0,10,3,7
907,27,MedGemma 4B,zero-shot,0,0,0,0
908,27,MedGemma 4B,few-shot,0,0,0,0
909,27,MedGemma 4B,chain-of-thought,0,0,0,0
910,27,MedGemma 4B,structured-output,0,0,0,0
911,28,MedGemma 4B,zero-shot,0,5,1,4
912,28,MedGemma 4B,few-shot,0,4,1,3
913,28,MedGemma 4B,chain-of-thought,0,8,1,7
914,28,MedGemma 4B,structured-output,0,4,1,3
915,29,MedGemma 4B,zero-shot,0,12,1,11
916,29,MedGemma 4B,few-shot,0,8,1,7
917,29,MedGemma 4B,chain-of-thought,0,7,1,6
918,29,MedGemma 4B,structured-output,0,6,1,5
919,30,MedGemma 4B,zero-shot,0,5,4,1
920,30,MedGemma 4B,few-shot,0,4,4,0
921,30,MedGemma 4B,chain-of-thought,0,5,4,1
922,30,MedGemma 4B,structured-output,0,4,4,0
923,31,MedGemma 4B,zero-shot,0,0,0,0
924,31,MedGemma 4B,few-shot,0,9,5,4
925,31,MedGemma 4B,chain-of-thought,0,0,0,0
926,31,MedGemma 4B,structured-output,0,0,0,0
927,32,MedGemma 4B,zero-shot,0,0,0,0
928,32,MedGemma 4B,few-shot,0,9,8,1
929,32,MedGemma 4B,chain-of-thought,0,0,0,0
930,32,MedGemma 4B,structured-output,0,0,0,0
931,33,MedGemma 4B,zero-shot,0,4,2,2
932,33,MedGemma 4B,few-shot,0,4,3,1
933,33,MedGemma 4B,chain-of-thought,0,4,4,0
934,33,MedGemma 4B,structured-output,0,4,4,0
935,34,MedGemma 4B,zero-shot,0,0,0,0
936,34,MedGemma 4B,few-shot,0,0,0,0
937,34,MedGemma 4B,chain-of-thought,0,0,0,0
938,34,MedGemma 4B,structured-output,0,0,0,0
939,35,MedGemma 4B,zero-shot,0,8,6,2
940,35,MedGemma 4B,few-shot,0,0,0,0
941,35,MedGemma 4B,chain-of-thought,0,9,8,1
942,35,MedGemma 4B,structured-output,0,8,8,0
943,36,MedGemma 4B,zero-shot,0,0,0,0
944,36,MedGemma 4B,few-shot,0,0,0,0
945,36,MedGemma 4B,chain-of-thought,0,0,0,0
946,36,MedGemma 4B,structured-output,0,0,0,0
947,37,MedGemma 4B,zero-shot,0,0,0,0
948,37,MedGemma 4B,few-shot,0,0,0,0
949,37,MedGemma 4B,chain-of-thought,0,0,0,0
950,37,MedGemma 4B,structured-output,0,0,0,0
951,38,MedGemma 4B,zero-shot,0,0,0,0
952,38,MedGemma 4B,few-shot,0,8,8,0
953,38,MedGemma 4B,chain-of-thought,0,0,0,0
954,38,MedGemma 4B,structured-output,0,0,0,0
955,39,MedGemma 4B,zero-shot,0,10,7,3
956,39,MedGemma 4B,few-shot,0,8,6,2
957,39,MedGemma 4B,chain-of-thought,0,8,7,1
958,39,MedGemma 4B,structured-output,0,0,0,0
959,40,MedGemma 4B,zero-shot,0,10,9,1
960,40,MedGemma 4B,few-shot,0,0,0,0
961,40,MedGemma 4B,chain-of-thought,0,0,0,0
962,40,MedGemma 4B,structured-output,0,0,0,0
963,41,MedGemma 4B,zero-shot,0,0,0,0
964,41,MedGemma 4B,few-shot,0,0,0,0
965,41,MedGemma 4B,chain-of-thought,0,0,0,0
966,41,MedGemma 4B,structured-output,0,0,0,0
968,43,MedGemma 4B,zero-shot,0,0,0,0
970,43,MedGemma 4B,few-shot,0,0,0,0
972,43,MedGemma 4B,chain-of-thought,0,0,0,0
974,43,MedGemma 4B,structured-output,0,0,0,0
975,44,MedGemma 4B,zero-shot,0,0,0,0
976,44,MedGemma 4B,few-shot,0,0,0,0
977,44,MedGemma 4B,chain-of-thought,0,0,0,0
978,44,MedGemma 4B,structured-output,0,0,0,0
980,46,MedGemma 4B,zero-shot,0,0,0,0
982,46,MedGemma 4B,few-shot,0,8,8,0
984,46,MedGemma 4B,chain-of-thought,0,0,0,0
986,46,MedGemma 4B,structured-output,0,0,0,0
988,48,MedGemma 4B,zero-shot,0,7,5,2
990,48,MedGemma 4B,few-shot,0,0,0,0
992,48,MedGemma 4B,chain-of-thought,0,8,7,1
994,48,MedGemma 4B,structured-output,0,9,8,1
995,49,MedGemma 4B,zero-shot,0,10,9,1
996,49,MedGemma 4B,few-shot,0,10,8,2
997,49,MedGemma 4B,chain-of-thought,0,10,9,1
998,49,MedGemma 4B,structured-output,0,10,9,1
999,50,MedGemma 4B,zero-shot,0,8,7,1
1000,50,MedGemma 4B,few-shot,0,8,7,1
1001,50,MedGemma 4B,chain-of-thought,0,9,8,1
1002,50,MedGemma 4B,structured-output,0,9,8,1
